Job_ID,Role,Company,Location,Experience_Level,Employment_Type,Salary_USD,Skills,Remote_Status,Posted_Date,Job_Description
802,Data Analyst,Flipkart,"Mumbai, IN",Expert,Full-time,22924,"Python, Scikit-learn, Spark, TensorFlow",Remote,7/7/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, Python, Scikit-learn."
803,Data Analyst,SAP,"New York, US",Entry,Internship,45594,"PyTorch, Hadoop, Computer Vision, Deep Learning, Python, Pandas",Onsite,7/13/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Pandas, Python, PyTorch. We value creativity and a willingness to learn."
804,BI Analyst,Wipro,"Tokyo, JP",Senior,Contract,156949,"PowerBI, Spark, GCP, NLP",Hybrid,5/23/2025,"We are looking for a BI Analyst with strong experience in PowerBI, NLP, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
805,NLP Engineer,Uber,"Mumbai, IN",Mid,Contract,7886,"Python, Tableau, Computer Vision, Scikit-learn, PyTorch, AWS",Hybrid,7/20/2025,"Seeking a passionate NLP Engineer with hands-on experience in Scikit-learn, AWS, Python. Excellent opportunity to grow in a dynamic environment."
806,ML Engineer,Wipro,"Tokyo, JP",Mid,Part-time,105240,"R, Docker, Scikit-learn",Hybrid,7/20/2025,"As a ML Engineer, you will be responsible for building scalable solutions using R, Scikit-learn, Docker. We value creativity and a willingness to learn."
807,Computer Vision Engineer,NVIDIA,"London, UK",Senior,Full-time,173788,"NLP, Deep Learning, Azure, GCP, SQL",Remote,5/14/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Deep Learning, NLP, Azure. Excellent opportunity to grow in a dynamic environment."
808,AI Research Scientist,Meta,"Tokyo, JP",Mid,Contract,106940,"Tableau, Excel, Azure, Kubernetes, GCP, SQL",Remote,7/28/2025,"Seeking a passionate AI Research Scientist with hands-on experience in SQL, Azure, Tableau. Excellent opportunity to grow in a dynamic environment."
809,Data Analyst,OpenAI,"New York, US",Mid,Part-time,70016,"PyTorch, Spark, Docker",Remote,6/4/2025,"As a Data Analyst, you will be responsible for building scalable solutions using PyTorch, Docker, Spark. We value creativity and a willingness to learn."
810,ML Ops Engineer,Flipkart,"Berlin, DE",Entry,Part-time,52885,"NLP, PowerBI, Spark, Tableau, SQL, Docker",Hybrid,5/12/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in NLP, Spark, Docker to solve real-world problems. Experience in NLP, Spark, Docker is a plus."
811,Data Analyst,Netflix,"Sydney, AU",Senior,Part-time,152118,"Hadoop, Computer Vision, NLP",Onsite,7/6/2025,"Seeking a passionate Data Analyst with hands-on experience in Computer Vision, NLP, Hadoop. Excellent opportunity to grow in a dynamic environment."
812,ML Engineer,Zoho,"Mumbai, IN",Senior,Internship,17742,"NLP, Scikit-learn, Python, GCP, Docker, Excel",Remote,5/22/2025,"Seeking a passionate ML Engineer with hands-on experience in Docker, GCP, Scikit-learn. Excellent opportunity to grow in a dynamic environment."
813,Data Analyst,Google,"Singapore, SG",Senior,Contract,136630,"Pandas, Azure, R",Remote,5/7/2025,"We are looking for a Data Analyst with strong experience in Pandas, Azure, R. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
814,NLP Engineer,Uber,"Bengaluru, IN",Entry,Contract,6048,"Pandas, Docker, Kubernetes, Scikit-learn, Hadoop, NLP",Onsite,5/7/2025,"We are looking for a NLP Engineer with strong experience in Scikit-learn, NLP, Kubernetes. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
815,Data Scientist,Microsoft,"Toronto, CA",Entry,Part-time,64123,"Computer Vision, TensorFlow, R",Hybrid,6/2/2025,"We are looking for a Data Scientist with strong experience in TensorFlow, R, Computer Vision. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
816,ML Engineer,Flipkart,"New York, US",Senior,Part-time,121092,"Scikit-learn, Excel, NLP, Spark, Python",Hybrid,5/4/2025,"Join our team as a ML Engineer, where you'll use your skills in Excel, Spark, Python to solve real-world problems. Experience in Excel, Spark, Python is a plus."
817,BI Analyst,IBM,"Sydney, AU",Entry,Full-time,67035,"SQL, Scikit-learn, Docker, R, Azure",Remote,5/12/2025,"We are looking for a BI Analyst with strong experience in R, Azure, Docker. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
818,Data Analyst,Adobe,"Bengaluru, IN",Mid,Full-time,10673,"Docker, Excel, SQL, Pandas, Hadoop",Onsite,7/14/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Excel, Hadoop, Docker. We value creativity and a willingness to learn."
819,Data Scientist,Netflix,"Tokyo, JP",Entry,Part-time,59370,"GCP, NLP, Docker",Onsite,7/18/2025,"As a Data Scientist, you will be responsible for building scalable solutions using NLP, GCP, Docker. We value creativity and a willingness to learn."
820,Data Analyst,Wipro,"Sydney, AU",Mid,Part-time,94858,"Azure, PyTorch, Tableau, Computer Vision",Onsite,6/30/2025,"Seeking a passionate Data Analyst with hands-on experience in Tableau, Computer Vision, Azure. Excellent opportunity to grow in a dynamic environment."
821,Data Analyst,Infosys,"London, UK",Mid,Contract,98809,"NLP, Excel, Pandas, Hadoop, Docker, Computer Vision",Onsite,5/9/2025,"Seeking a passionate Data Analyst with hands-on experience in Hadoop, NLP, Docker. Excellent opportunity to grow in a dynamic environment."
822,AI Research Scientist,Microsoft,"Singapore, SG",Expert,Part-time,236866,"PowerBI, GCP, Tableau, Spark, Azure",Hybrid,7/17/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using GCP, Spark, Tableau. We value creativity and a willingness to learn."
823,Data Analyst,Infosys,"London, UK",Expert,Contract,204435,"PyTorch, Docker, Tableau, NLP, Deep Learning, Hadoop",Remote,5/14/2025,"Join our team as a Data Analyst, where you'll use your skills in PyTorch, Docker, NLP to solve real-world problems. Experience in PyTorch, Docker, NLP is a plus."
824,ML Engineer,Flipkart,"Tokyo, JP",Entry,Contract,45201,"TensorFlow, Scikit-learn, NLP, PowerBI, Excel",Remote,5/30/2025,"We are looking for a ML Engineer with strong experience in Excel, PowerBI, NLP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
825,AI Research Scientist,Google,"Mumbai, IN",Expert,Internship,21192,"NLP, Tableau, Kubernetes, Deep Learning, PowerBI",Hybrid,7/23/2025,"Join our team as a AI Research Scientist, where you'll use your skills in NLP, PowerBI, Tableau to solve real-world problems. Experience in NLP, PowerBI, Tableau is a plus."
826,Data Analyst,Adobe,"New York, US",Expert,Internship,183742,"Spark, Scikit-learn, PowerBI, Pandas",Onsite,7/3/2025,"We are looking for a Data Analyst with strong experience in Scikit-learn, PowerBI, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
827,AI Research Scientist,Apple,"Sydney, AU",Senior,Full-time,172526,"Deep Learning, Scikit-learn, Docker, Python, PyTorch, TensorFlow",Remote,7/6/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using Deep Learning, PyTorch, TensorFlow. We value creativity and a willingness to learn."
828,NLP Engineer,Wipro,"New York, US",Mid,Part-time,75909,"Hadoop, NLP, Python, Kubernetes",Remote,7/8/2025,"Join our team as a NLP Engineer, where you'll use your skills in Python, Kubernetes, NLP to solve real-world problems. Experience in Python, Kubernetes, NLP is a plus."
829,Computer Vision Engineer,Meta,"Mumbai, IN",Expert,Part-time,24074,"TensorFlow, Deep Learning, PyTorch, Tableau",Onsite,7/11/2025,"Join our team as a Computer Vision Engineer, where you'll use your skills in TensorFlow, Tableau, Deep Learning to solve real-world problems. Experience in TensorFlow, Tableau, Deep Learning is a plus."
830,BI Analyst,Flipkart,"Berlin, DE",Expert,Internship,256864,"AWS, Scikit-learn, Pandas",Hybrid,6/11/2025,"We are looking for a BI Analyst with strong experience in Pandas, Scikit-learn, AWS. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
831,Computer Vision Engineer,Flipkart,"Delhi, IN",Entry,Internship,6115,"R, GCP, PowerBI, Computer Vision",Remote,7/17/2025,"We are looking for a Computer Vision Engineer with strong experience in Computer Vision, GCP, PowerBI. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
832,Computer Vision Engineer,Salesforce,"Sydney, AU",Mid,Internship,90387,"Azure, Computer Vision, Scikit-learn",Remote,7/8/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Azure, Scikit-learn, Computer Vision. Excellent opportunity to grow in a dynamic environment."
833,BI Analyst,Adobe,"New York, US",Expert,Full-time,233015,"Scikit-learn, Tableau, PyTorch",Onsite,5/16/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Tableau, Scikit-learn, PyTorch."
834,BI Analyst,SAP,"California, US",Expert,Internship,235703,"TensorFlow, Docker, Spark, NLP, Kubernetes",Onsite,6/16/2025,"Seeking a passionate BI Analyst with hands-on experience in Spark, NLP, TensorFlow. Excellent opportunity to grow in a dynamic environment."
835,Computer Vision Engineer,Meta,Remote,Mid,Internship,104644,"Python, Tableau, Azure, GCP",Hybrid,5/24/2025,"Seeking a passionate Computer Vision Engineer with hands-on experience in Tableau, Python, Azure. Excellent opportunity to grow in a dynamic environment."
836,ML Ops Engineer,IBM,"California, US",Expert,Contract,228117,"Pandas, NLP, Azure",Remote,6/4/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Azure, Pandas, NLP. We value creativity and a willingness to learn."
837,Computer Vision Engineer,Wipro,Remote,Entry,Contract,54568,"Tableau, PowerBI, R, TensorFlow, NLP, Kubernetes",Remote,7/24/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: R, TensorFlow, Tableau."
838,BI Analyst,TCS,"Texas, US",Entry,Full-time,63815,"Azure, NLP, Docker, AWS, Hadoop, Python",Remote,7/19/2025,"Join our team as a BI Analyst, where you'll use your skills in NLP, AWS, Azure to solve real-world problems. Experience in NLP, AWS, Azure is a plus."
839,Computer Vision Engineer,Zoho,"California, US",Mid,Full-time,117539,"Computer Vision, Deep Learning, Python, Scikit-learn, Azure",Onsite,5/6/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Azure, Scikit-learn, Computer Vision. We value creativity and a willingness to learn."
840,Data Scientist,IBM,"New York, US",Mid,Contract,103688,"NLP, Excel, Kubernetes",Onsite,7/1/2025,"We are looking for a Data Scientist with strong experience in NLP, Excel, Kubernetes. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
841,BI Analyst,Infosys,"Tokyo, JP",Mid,Contract,72997,"PowerBI, Azure, Python, Computer Vision",Hybrid,7/2/2025,"Join our team as a BI Analyst, where you'll use your skills in Computer Vision, Python, PowerBI to solve real-world problems. Experience in Computer Vision, Python, PowerBI is a plus."
842,ML Engineer,IBM,"Sydney, AU",Mid,Contract,109261,"AWS, Pandas, Python",Onsite,6/17/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: Python, Pandas, AWS."
843,Data Analyst,Amazon,"Singapore, SG",Senior,Internship,159009,"Kubernetes, Hadoop, Python, Tableau, Spark, Scikit-learn",Hybrid,6/14/2025,"We are looking for a Data Analyst with strong experience in Python, Kubernetes, Scikit-learn. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
844,ML Ops Engineer,Apple,"Mumbai, IN",Expert,Part-time,23112,"Deep Learning, R, SQL, Kubernetes, NLP",Hybrid,7/18/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Deep Learning, SQL, NLP to solve real-world problems. Experience in Deep Learning, SQL, NLP is a plus."
845,Data Analyst,Adobe,"Toronto, CA",Senior,Contract,150630,"Pandas, Excel, Scikit-learn, NLP",Onsite,5/17/2025,"Seeking a passionate Data Analyst with hands-on experience in NLP, Pandas, Excel. Excellent opportunity to grow in a dynamic environment."
846,BI Analyst,IBM,Remote,Entry,Contract,70819,"Deep Learning, TensorFlow, Excel, Pandas",Hybrid,7/1/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Deep Learning, TensorFlow, Pandas."
847,Data Analyst,Meta,"Singapore, SG",Senior,Part-time,146287,"NLP, GCP, Computer Vision, Azure, Tableau, Deep Learning",Remote,6/12/2025,"Join our team as a Data Analyst, where you'll use your skills in Azure, Computer Vision, GCP to solve real-world problems. Experience in Azure, Computer Vision, GCP is a plus."
848,Data Scientist,Flipkart,"Delhi, IN",Expert,Part-time,21752,"Scikit-learn, Pandas, Deep Learning, PowerBI, Python, Azure",Onsite,6/16/2025,"As a Data Scientist, you will be responsible for building scalable solutions using Azure, PowerBI, Deep Learning. We value creativity and a willingness to learn."
849,ML Ops Engineer,Netflix,"Sydney, AU",Entry,Internship,61400,"Python, AWS, PyTorch, Spark",Hybrid,7/18/2025,"We are looking for a ML Ops Engineer with strong experience in Spark, PyTorch, AWS. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
850,BI Analyst,Google,"Toronto, CA",Mid,Part-time,100927,"Python, Deep Learning, Hadoop, Spark, GCP",Hybrid,7/8/2025,"Join our team as a BI Analyst, where you'll use your skills in Hadoop, Python, GCP to solve real-world problems. Experience in Hadoop, Python, GCP is a plus."
851,ML Ops Engineer,Zoho,"Tokyo, JP",Mid,Part-time,83093,"SQL, Python, GCP, Docker, Spark",Onsite,6/27/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: GCP, Docker, Python."
852,ML Ops Engineer,TCS,Remote,Mid,Internship,85012,"Scikit-learn, AWS, Docker, SQL, Python",Hybrid,7/24/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in AWS, Docker, SQL. Excellent opportunity to grow in a dynamic environment."
853,BI Analyst,Adobe,"Mumbai, IN",Expert,Full-time,19585,"Docker, Kubernetes, R",Onsite,6/21/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Docker, Kubernetes, R."
854,BI Analyst,Microsoft,"Toronto, CA",Expert,Internship,199134,"Excel, TensorFlow, Scikit-learn, NLP, Computer Vision",Onsite,5/5/2025,"Seeking a passionate BI Analyst with hands-on experience in Scikit-learn, TensorFlow, Excel. Excellent opportunity to grow in a dynamic environment."
855,Computer Vision Engineer,Apple,"London, UK",Expert,Part-time,189708,"Kubernetes, AWS, Azure, Tableau, PowerBI, NLP",Onsite,6/2/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Kubernetes, AWS, Azure."
856,Computer Vision Engineer,SAP,"Tokyo, JP",Senior,Contract,129176,"Python, AWS, NLP, Hadoop, PowerBI",Hybrid,6/19/2025,"We are looking for a Computer Vision Engineer with strong experience in Hadoop, AWS, Python. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
857,AI Research Scientist,Hugging Face,"Sydney, AU",Senior,Internship,139325,"PyTorch, PowerBI, Deep Learning, Azure",Hybrid,5/8/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using PowerBI, Deep Learning, Azure. We value creativity and a willingness to learn."
858,Data Analyst,Google,"London, UK",Senior,Part-time,143865,"Kubernetes, Scikit-learn, NLP, PyTorch, Tableau, Azure",Hybrid,6/11/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Tableau, Azure, Scikit-learn. We value creativity and a willingness to learn."
859,BI Analyst,Uber,"Sydney, AU",Mid,Internship,94895,"AWS, PowerBI, GCP, Pandas, PyTorch",Remote,6/23/2025,"We are looking for a BI Analyst with strong experience in PyTorch, PowerBI, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
860,Data Scientist,OpenAI,"Toronto, CA",Expert,Internship,181599,"GCP, NLP, R, Deep Learning",Hybrid,5/9/2025,"Seeking a passionate Data Scientist with hands-on experience in Deep Learning, R, GCP. Excellent opportunity to grow in a dynamic environment."
861,Data Scientist,Flipkart,"Delhi, IN",Entry,Contract,5752,"Docker, Excel, Spark",Hybrid,6/27/2025,"Seeking a passionate Data Scientist with hands-on experience in Docker, Excel, Spark. Excellent opportunity to grow in a dynamic environment."
862,Data Analyst,Infosys,Remote,Mid,Part-time,128715,"Pandas, Azure, Hadoop",Remote,6/23/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Azure, Hadoop, Pandas. We value creativity and a willingness to learn."
863,Data Scientist,OpenAI,"Tokyo, JP",Entry,Part-time,49920,"Excel, Pandas, Kubernetes, Docker",Hybrid,7/16/2025,"Seeking a passionate Data Scientist with hands-on experience in Docker, Kubernetes, Excel. Excellent opportunity to grow in a dynamic environment."
864,ML Engineer,Flipkart,Remote,Entry,Part-time,48195,"TensorFlow, Hadoop, GCP, Kubernetes",Onsite,6/20/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, GCP, Kubernetes."
865,ML Engineer,Hugging Face,"Bengaluru, IN",Entry,Internship,4638,"Azure, Computer Vision, Pandas",Hybrid,5/26/2025,"We are looking for a ML Engineer with strong experience in Computer Vision, Azure, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
866,AI Research Scientist,Flipkart,"Delhi, IN",Expert,Contract,24975,"Tableau, Azure, Hadoop, Spark",Hybrid,6/19/2025,"We are looking for a AI Research Scientist with strong experience in Azure, Spark, Tableau. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
867,ML Ops Engineer,Meta,Remote,Mid,Internship,113732,"Scikit-learn, SQL, Computer Vision, PowerBI",Remote,7/16/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in PowerBI, Scikit-learn, Computer Vision to solve real-world problems. Experience in PowerBI, Scikit-learn, Computer Vision is a plus."
868,ML Ops Engineer,Flipkart,"Sydney, AU",Mid,Part-time,85191,"Tableau, Spark, Kubernetes, TensorFlow, PowerBI",Remote,5/11/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in TensorFlow, PowerBI, Tableau to solve real-world problems. Experience in TensorFlow, PowerBI, Tableau is a plus."
869,Data Analyst,Hugging Face,"Sydney, AU",Mid,Contract,95967,"Pandas, Scikit-learn, Tableau, Spark",Remote,5/29/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Scikit-learn, Pandas, Tableau. We value creativity and a willingness to learn."
870,BI Analyst,Infosys,"London, UK",Senior,Internship,140069,"Tableau, Docker, PowerBI, Computer Vision, Deep Learning",Onsite,6/5/2025,"As a BI Analyst, you will be responsible for building scalable solutions using PowerBI, Tableau, Docker. We value creativity and a willingness to learn."
871,ML Engineer,Salesforce,"California, US",Expert,Contract,215940,"GCP, Pandas, Azure",Hybrid,6/21/2025,"As a ML Engineer, you will be responsible for building scalable solutions using Azure, GCP, Pandas. We value creativity and a willingness to learn."
872,Computer Vision Engineer,Google,"Toronto, CA",Expert,Internship,206142,"Pandas, Spark, Docker, Azure",Onsite,7/15/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Docker, Spark, Azure. We value creativity and a willingness to learn."
873,Data Scientist,TCS,"Texas, US",Senior,Internship,123014,"AWS, Azure, Deep Learning, R, TensorFlow, Python",Hybrid,5/8/2025,"Join our team as a Data Scientist, where you'll use your skills in Deep Learning, AWS, TensorFlow to solve real-world problems. Experience in Deep Learning, AWS, TensorFlow is a plus."
874,Computer Vision Engineer,Infosys,"Delhi, IN",Senior,Internship,12880,"Computer Vision, PyTorch, Excel, PowerBI, GCP",Onsite,5/18/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Excel, Computer Vision, PowerBI."
875,Data Scientist,SAP,"London, UK",Senior,Contract,165191,"SQL, Tableau, NLP, Docker",Hybrid,7/1/2025,"As a Data Scientist, you will be responsible for building scalable solutions using NLP, SQL, Tableau. We value creativity and a willingness to learn."
876,AI Research Scientist,Flipkart,"Mumbai, IN",Mid,Internship,8304,"Pandas, Python, PyTorch, TensorFlow, Computer Vision",Onsite,6/4/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Pandas, TensorFlow, PyTorch."
877,BI Analyst,Uber,Remote,Entry,Full-time,57461,"Spark, Tableau, Hadoop",Hybrid,5/27/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Hadoop, Spark, Tableau."
878,NLP Engineer,Hugging Face,"Toronto, CA",Entry,Full-time,43019,"Spark, SQL, Docker, GCP",Hybrid,7/19/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using Spark, Docker, GCP. We value creativity and a willingness to learn."
879,BI Analyst,Infosys,"Mumbai, IN",Expert,Part-time,25539,"Docker, Spark, Computer Vision, Python, Deep Learning",Hybrid,5/16/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Python, Spark, Docker."
880,NLP Engineer,Google,"Singapore, SG",Expert,Full-time,199725,"AWS, Excel, Tableau, Docker, GCP",Remote,5/16/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using AWS, Docker, Excel. We value creativity and a willingness to learn."
881,Computer Vision Engineer,Hugging Face,"Texas, US",Mid,Part-time,81900,"PyTorch, Hadoop, NLP",Remote,7/20/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: NLP, PyTorch, Hadoop."
882,Computer Vision Engineer,Flipkart,"London, UK",Mid,Part-time,97805,"NLP, Python, PyTorch, Docker",Onsite,7/13/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Python, Docker, PyTorch. We value creativity and a willingness to learn."
883,BI Analyst,Google,"Mumbai, IN",Mid,Internship,9874,"Deep Learning, Excel, TensorFlow, SQL",Remote,7/6/2025,"As a BI Analyst, you will be responsible for building scalable solutions using SQL, TensorFlow, Deep Learning. We value creativity and a willingness to learn."
884,Data Scientist,Netflix,Remote,Mid,Full-time,120602,"GCP, Pandas, SQL, Spark, NLP, AWS",Onsite,6/26/2025,"Seeking a passionate Data Scientist with hands-on experience in Spark, NLP, AWS. Excellent opportunity to grow in a dynamic environment."
885,Data Scientist,SAP,"California, US",Entry,Internship,53117,"SQL, Computer Vision, PowerBI, AWS, Pandas",Onsite,5/6/2025,"As a Data Scientist, you will be responsible for building scalable solutions using Pandas, AWS, PowerBI. We value creativity and a willingness to learn."
886,BI Analyst,Uber,"California, US",Senior,Contract,131623,"PyTorch, Spark, Pandas",Remote,7/11/2025,"As a BI Analyst, you will be responsible for building scalable solutions using Pandas, PyTorch, Spark. We value creativity and a willingness to learn."
887,ML Ops Engineer,Microsoft,"California, US",Mid,Contract,97189,"Scikit-learn, Pandas, Spark, PyTorch, Excel, Kubernetes",Onsite,7/14/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Excel, Spark, Kubernetes. We value creativity and a willingness to learn."
888,AI Research Scientist,Google,"Mumbai, IN",Mid,Contract,9445,"Python, Pandas, Tableau, Excel, Kubernetes",Onsite,7/24/2025,"We are looking for a AI Research Scientist with strong experience in Python, Kubernetes, Tableau. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
889,AI Research Scientist,IBM,"California, US",Expert,Part-time,209189,"Computer Vision, SQL, TensorFlow",Remote,5/29/2025,"Join our team as a AI Research Scientist, where you'll use your skills in TensorFlow, Computer Vision, SQL to solve real-world problems. Experience in TensorFlow, Computer Vision, SQL is a plus."
890,ML Ops Engineer,IBM,"Delhi, IN",Expert,Part-time,22081,"Kubernetes, Azure, PyTorch, Tableau, NLP, PowerBI",Hybrid,5/4/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: PyTorch, Azure, Tableau."
891,Data Scientist,Uber,"Mumbai, IN",Mid,Part-time,7850,"SQL, TensorFlow, Deep Learning, PowerBI",Remote,5/11/2025,"We are looking for a Data Scientist with strong experience in Deep Learning, SQL, PowerBI. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
892,Data Scientist,TCS,"London, UK",Senior,Part-time,141536,"PyTorch, Tableau, Computer Vision, NLP, Pandas",Hybrid,5/15/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: PyTorch, NLP, Computer Vision."
893,ML Engineer,Salesforce,"Sydney, AU",Entry,Part-time,40469,"Scikit-learn, Deep Learning, Tableau, Python",Remote,5/16/2025,"We are looking for a ML Engineer with strong experience in Deep Learning, Tableau, Python. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
894,ML Ops Engineer,Uber,"Toronto, CA",Mid,Internship,99700,"TensorFlow, Azure, Spark, Tableau, Hadoop, Docker",Onsite,7/5/2025,"Join our team as a ML Ops Engineer, where you'll use your skills in Tableau, Spark, Azure to solve real-world problems. Experience in Tableau, Spark, Azure is a plus."
895,NLP Engineer,Flipkart,Remote,Expert,Internship,247362,"SQL, NLP, Computer Vision, Python, PyTorch",Hybrid,7/16/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: NLP, SQL, Computer Vision."
896,Data Analyst,SAP,"New York, US",Entry,Contract,68616,"Hadoop, SQL, Spark, Scikit-learn, Deep Learning, Computer Vision",Remote,5/24/2025,"Seeking a passionate Data Analyst with hands-on experience in Spark, Computer Vision, Deep Learning. Excellent opportunity to grow in a dynamic environment."
897,Data Analyst,Apple,"Sydney, AU",Mid,Full-time,118797,"Excel, Spark, Pandas, R",Remote,5/21/2025,"Seeking a passionate Data Analyst with hands-on experience in Excel, Spark, Pandas. Excellent opportunity to grow in a dynamic environment."
898,Computer Vision Engineer,NVIDIA,"London, UK",Mid,Contract,114590,"Hadoop, Computer Vision, GCP, Azure",Remote,7/22/2025,"We are looking for a Computer Vision Engineer with strong experience in Hadoop, Azure, Computer Vision. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
899,BI Analyst,Wipro,"Bengaluru, IN",Expert,Internship,21932,"SQL, Azure, Hadoop",Onsite,5/4/2025,"Join our team as a BI Analyst, where you'll use your skills in Azure, Hadoop, SQL to solve real-world problems. Experience in Azure, Hadoop, SQL is a plus."
900,NLP Engineer,OpenAI,"Tokyo, JP",Entry,Full-time,44597,"Deep Learning, Scikit-learn, Computer Vision, Pandas",Onsite,5/14/2025,"We are looking for a NLP Engineer with strong experience in Computer Vision, Scikit-learn, Pandas. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
901,Data Analyst,TCS,"Toronto, CA",Entry,Part-time,44601,"GCP, Docker, PyTorch, Azure",Onsite,6/17/2025,"As a Data Analyst, you will be responsible for building scalable solutions using Azure, Docker, PyTorch. We value creativity and a willingness to learn."
902,ML Engineer,Meta,"Delhi, IN",Senior,Full-time,13521,"TensorFlow, Hadoop, Docker, PyTorch, SQL",Hybrid,6/15/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: TensorFlow, Docker, Hadoop."
903,NLP Engineer,Microsoft,"Bengaluru, IN",Senior,Full-time,15833,"PowerBI, AWS, Spark, TensorFlow, SQL, NLP",Hybrid,5/12/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using AWS, PowerBI, Spark. We value creativity and a willingness to learn."
904,Computer Vision Engineer,TCS,"Sydney, AU",Expert,Internship,216726,"Azure, Spark, Tableau, Computer Vision, Pandas",Onsite,6/13/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Computer Vision, Tableau, Spark. We value creativity and a willingness to learn."
905,Data Scientist,Google,"New York, US",Expert,Part-time,236854,"TensorFlow, Kubernetes, Hadoop, Deep Learning, Spark",Hybrid,7/23/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: Hadoop, TensorFlow, Spark."
906,Data Scientist,Hugging Face,Remote,Entry,Full-time,71538,"Deep Learning, R, NLP, Docker, Spark, PowerBI",Remote,5/23/2025,"The Data Scientist will drive innovation and support our data-driven strategies. Required skills include: NLP, PowerBI, R."
907,ML Engineer,Salesforce,Remote,Expert,Full-time,245428,"PowerBI, Computer Vision, Python",Remote,5/31/2025,"Join our team as a ML Engineer, where you'll use your skills in Python, PowerBI, Computer Vision to solve real-world problems. Experience in Python, PowerBI, Computer Vision is a plus."
